video id,initial time,final time,question,answer
dbLtukGqkhI,12.28,15.51,a woman in a green shirt eats [blank] .,chips
dbLtukGqkhI,12.28,15.51,a woman in a [blank] shirt eats chips .,green
dbLtukGqkhI,18.74,56.54,a man in a [blank] shirt is pointing to the sky and moving his hand in circles .,blue
ATBbNtNlBnY,0,25.08,we see a man using an electric [blank] to sharpen a variety of things .,sander
jaRSbVCkxlU,37.96,58.12,the woman spread the [blank] cream again in the top and put another layer of cake and spread the cream on top and at sides .,chocolate
jaRSbVCkxlU,99.64,237.24,"thw woman grabs white [blank] and kneads it and then cover the cake with it with her hands and cuts the remaining , adds ornamens on top .",fondant
jaRSbVCkxlU,99.64,237.24,"thw woman grabs [blank] fondant and kneads it and then cover the cake with it with her hands and cuts the remaining , adds ornamens on top .",white
kW_2ihjROgw,13.5,62.8,he is smoking a [blank] and waving at adults .,cigarette
zkR_t6p3lto,0,94.81,a person 's [blank] are shown close up as they move continuously down a snowy hill moving quickly past trees .,skis
Vshvpb9eecg,82.27,108.97,the camera pans around the kitchen while the woman continues to rub her hands in the [blank] .,lotion
SA2GomtZkvE,0,161.54,a man plays an accordion in the [blank] .,street
CqAJxW84FkU,0,64.99,a man in a green shirt and green hat is holding a large [blank] .,knife
CqAJxW84FkU,0,64.99,a man in a [blank] shirt and green hat is holding a large knife .,green
CqAJxW84FkU,0,64.99,a man in a green shirt and [blank] hat is holding a large knife .,green
rsJUOsr1u3o,42.79,48.2,he is adding [blank] to the pan .,seasonings
rsJUOsr1u3o,75.25,80.66,he shakes the [blank] again .,pan
Cq7Myyfbtn0,103.31,117.4,the man sits down in a [blank] .,chair
CXb3Ce7s6G0,0,10.67,several screens are shown of bright orange lettering on a [blank] background .,black
CXb3Ce7s6G0,11.93,54.63,"a man and a woman are standing upright in a [blank] , and the man is showing the woman swimming techniques .",pool
RRIGf87R6jc,0,47.23,a girl is pouring [blank] into a bowl and mixing them together .,ingredients
RRIGf87R6jc,92.18,113.8,she is dipping the [blank] into a white glaze .,dough
RRIGf87R6jc,92.18,113.8,she is dipping the dough into a [blank] glaze .,white
12sz7NMvyfI,0,68.61,a person is blowing [blank] in the back of their yard .,leaves
XSNenkxgryQ,0,7.53,a news [blank] presents a story behind a desk in a large newsroom .,anchor
XSNenkxgryQ,175,188.18,text is seen against a [blank] background with a website and information .,red
-t_Zhm1b0FI,0,25.12,people playing [blank] are on the stage .,instruments
65rZgGe7Zr4,0,10.28,man is walking in a [blank] shake the tree holds a broom and sweep the dry leaves on the floor .,backyard
65rZgGe7Zr4,10.01,26.36,man go for a dustpan and a bag and pick up the [blank] from the floor .,leaves
g5-CU3qfSWY,45.96,68.23,more [blank] are shown of people attempting to jump over the wall and not making it high enough .,clips
dLLvpM-gB8Q,0,43.27,[blank] kids are playing in the back of a truck .,two
dLLvpM-gB8Q,44.94,57.42,people are standing around a [blank] ice cream truck .,yellow
dLLvpM-gB8Q,67.41,113.18,[blank] kids are sitting down on a sidewalk eating ice cream .,two
Vq2mQvMp_c4,0,14.22,someone is riding a [blank] across a grassy field and comes upon other people on horseback .,horse
aQHGZzqZLxs,93.89,101.71,the man then shakes the [blank] on the wood to further spread the fire .,twigs
mOVPZhGyUrs,3.73,9.16,there are [blank] men playing ping pong in a basement .,two
mOVPZhGyUrs,3.73,9.16,are two men playing ping pong in a [blank] .,basement
mOVPZhGyUrs,9.16,11.88,one of the players is wearing a black [blank] .,shirt
mOVPZhGyUrs,9.16,11.88,the other is a blue [blank] .,shirt
mOVPZhGyUrs,9.16,11.88,one of the players is wearing a [blank] shirt and the other is a blue shirt .,black
mOVPZhGyUrs,9.16,11.88,one of the players is wearing a black shirt and the other is a [blank] shirt .,blue
mOVPZhGyUrs,11.88,31.22,there is a [blank] leaning against the basement wall .,mattress
mOVPZhGyUrs,43.78,46.83,then the person in [blank] misses the shot .,black
mOVPZhGyUrs,55.99,64.82,the person in blue hits the ball in the [blank] .,net
FZix27qFZTc,4.46,5.7,a man paints a hose on front a fence in a [blank] .,backyard
FZix27qFZTc,5.7,17,the man paint the [blank] from up to down .,fence
-KbDXeEoQ1E,46.6,182.25,more [blank] are shown off the horse and person together followed by more clips of the girl riding the horse .,pictures
-KbDXeEoQ1E,187.42,207.1,in the end the [blank] is seen tied up to the stables .,horse
p0_buoe9M7I,0,8.54,a young woman is sitting on a [blank] lounge chair as a tattoo artist begins doing his job .,red
r9X01daYa5o,0,35.66,a man is sitting down in a [blank] .,chair
Tko7eefi1BI,0,62.72,a woman is sitting outside on a [blank] chair playing at accordion .,white
ZpuZEui-Bu0,13.6,50.64,there are [blank] little girls standing in an indoor court learning to play squash .,two
VDX1IQnUMgo,0,20.08,a news [blank] is standing behind a table with papers on it talking as a man is picture swimming on the television screen behind him .,anchor
VDX1IQnUMgo,36.77,52.15,a coach is then shown in a [blank] as the people come back and continue playing the game before a football game then shows .,hallway
55ziFpzx5oc,0,68.71,"four young women and a man are on the stage , while [blank] girl is playing the guitar .",one
PzNpPDd-VWE,85.72,95.14,the [blank] puts a tap in the coconut and pours it in his mouth as he lays on the ground .,pan
AS1nLh3xfxI,0,10.67,a close up of boots are seen as well as person digging a [blank] .,hole
AS1nLh3xfxI,10.2,22.13,the person lays out dirt and cut a [blank] into it while also putting a plant inside .,hole
AS1nLh3xfxI,21.66,30.45,the person waters the [blank] and ends by laying out more dirt .,plant
ZNsX4KYJlVQ,3.43,6.55,he throws it and completely misses the [blank] board all together .,dart
8wNsOZHTsj0,64.12,70.08,the man sets his [blank] blade into the log and takes a brake .,ax
r4kC4AHDIH8,54.63,56.69,[blank] men are on a red canoe .,two
r4kC4AHDIH8,54.63,56.69,two men are on a [blank] canoe .,red
r4kC4AHDIH8,56.69,169.04,"a group of rafters go down the river while , also people in canoes [blank] .",raft
r4kC4AHDIH8,169.04,193.78,the [blank] arrive to calm waters .,rafters
wv2baWJtSoc,0,34.46,a man in a [blank] shirt is sitting down holding a bar on an exercise machine .,blue
wv2baWJtSoc,17.92,34.46,he pushes off and uses the exercise [blank] .,machine
L6BxxvCbwpQ,0,25.89,the guy is using a [blank] knife to cut the carpet .,box
4gQpW3zR-Aw,26.69,81.8,[blank] man leads the camera around with the person on top and people recording them from the sides .,one
4gQpW3zR-Aw,78.9,116.03,the man lays the [blank] down for the person to climb off .,camel
wDlbcTFI90o,83.7,90.79,he covers the entire [blank] with the wooden tiles to evenly cover the surface area .,deck
HbXNXmCRFh4,0,0.65,he 's holding a yellow [blank] in front of his face .,ball
HbXNXmCRFh4,0,0.65,an older man is in a pool and he 's holding a [blank] ball in front of his face .,yellow
HbXNXmCRFh4,0,0.65,an older man is in a [blank] and he 's holding a yellow ball in front of his face .,pool
HbXNXmCRFh4,0.65,2.68,the [blank] hits it back to the man using his nose .,dog
HbXNXmCRFh4,0.65,2.68,the man throws it to a dog who is balancing on a [blank] floating device and the dog hits it back to the man using his nose .,blue
HbXNXmCRFh4,2.68,4.06,he slips off the floating [blank] and splashes into the water .,device
QbhMOqg9Tmg,0,200.83,women are insisde a [blank] shving her legs with ceam and water .,bathtub
T3rh5gQVFKA,83.38,96.13,[blank] boys on skateboards ride past .,four
T3rh5gQVFKA,95.15,107.9,we see a boy almost fall [blank] times .,two
T3rh5gQVFKA,155.97,162.83,a group of boys walking up a [blank] .,hill
n9MONPwq7x0,15.34,28.12,"a man dressed in a [blank] sweatshirt and black shorts , along with another person dressed in white athletic wear are standing in a tennis court near the net .",black
n9MONPwq7x0,15.34,28.12,"a man dressed in a black sweatshirt and [blank] shorts , along with another person dressed in white athletic wear are standing in a tennis court near the net .",black
n9MONPwq7x0,15.34,28.12,"a man dressed in a black sweatshirt and black shorts , along with another person dressed in [blank] athletic wear are standing in a tennis court near the net .",white
n9MONPwq7x0,31.53,46.01,the person in [blank] is giving a tutorial on how to return a serve in tennis .,black
n9MONPwq7x0,95.43,163.6,then the person in [blank] begins taking about more about the tennis serve and how to play effectively .,white
SsAmEJvdpyU,77.88,79.54,a man in a [blank] shirt jumps down a flight of stairs .,white
smGijLg8Cho,0,2.49,[blank] men are set up to play darts .,three
smGijLg8Cho,11.18,18.64,a man in blue hits a cue [blank] .,ball
smGijLg8Cho,18.64,51.57,the man in peach lines back up and shoots [blank] darts at the dart board and removes them .,three
smGijLg8Cho,51.57,52.82,he lines back up in front of the board and throws one more [blank] .,dart
smGijLg8Cho,51.57,52.82,he lines back up in front of the board and throws [blank] more dart .,one
smGijLg8Cho,52.82,62.14,more people gather around as [blank] men remove the darts from the dartboards and walk back a distance .,two
smGijLg8Cho,95.69,124.27,the man in peach throws [blank] darts at the board again and smiles as he removes them .,three
eqWQOAjF4-k,20.59,23.66,the boy reaches the other [blank] and turns and smiles for the camera .,platform
xlCOq0ryx-Y,0,178.08,[blank] men sit in a room smoking cigarettes one playing guitar the other on keyboard .,two
XbSQ_7vh7yc,0,200.01,an older woman and young child are seen washing dishes in a [blank] and speaking to one another .,sink
548xC74c6MQ,2.37,12.43,a colorful hexagonal shaped [blank] is flying high in the air .,kite
548xC74c6MQ,12.43,13.94,the clear [blank] skies and the bright sun shinning make the kite look very colorful and radiant .,blue
0WVkoTBmhA0,75.41,152.36,[blank] men fight robots of evil and ends with a to be continued .,two
xmb7j1e0wts,59.91,155.76,she pours more out more [blank] into the mixer and shows several shots of cookies being made .,flours
xmb7j1e0wts,149.77,199.69,"she lays out more [blank] , pours of spoonfuls of dough onto a pan , and then breaks apart a cooked [blank] .",cookie
ouEWLFNLLos,0,4.5,a large white [blank] is biting at his right foot .,bird
ouEWLFNLLos,0,4.5,an elderly man is walking and a large [blank] bird is biting at his right foot .,white
ouEWLFNLLos,4.5,7.96,the man turns around and points and scolds the [blank] and continues to walk .,bird
ouEWLFNLLos,7.96,21.12,the [blank] continues to attack the man .,bird
FRX4LTw9650,39.09,107.49,several [blank] are shown that lea into one woman brushing out her hair .,tools
4llkVfMzsN4,6.01,200.37,[blank] people are playing wall ball in a room .,two
4llkVfMzsN4,6.01,200.37,two people are playing wall ball in a [blank] .,room
k1WnO7UeBJ8,0,19.29,[blank] people are shown walking around with a rug over their shoulders and walk inside a building .,two
6iBXtHrJ4gc,42.19,109.83,the camera pans around the area with all the plants growing and shows the man holding a [blank] .,tool
6iBXtHrJ4gc,103.29,143.29,the man then uses the [blank] along a hedge of bushes while looking back and smiling to the camera .,tool
ajYA9O6R-AY,24.01,50.92,the girl then throws a [blank] and hops to end while grabbing it and hopping back .,rock
g_KbloQigw8,5.19,12.35,the man using a [blank] to light a spark on the machine in front of him .,torch
IkjulgI7gzg,13.6,40.8,there are [blank] body builders dressed in a black shirts demonstrating weightlifting in a gym .,two
IkjulgI7gzg,13.6,40.8,there are two body builders dressed in a [blank] shirts demonstrating weightlifting in a gym .,black
WttP_X-aCEA,0,3.43,a man is shown outside in a kid park with [blank] shorts on a a pair of black and white puma sneakers .,gray
oHDeMg1ZFp8,0,13.39,a man is talking and standing in a kitchen wearing a [blank] robe and a lot of colorful vegetables in front of him .,white
oHDeMg1ZFp8,0,13.39,a man is talking and standing in a [blank] wearing a white robe and a lot of colorful vegetables in front of him .,kitchen
oHDeMg1ZFp8,13.94,22.87,now the [blank] are gone .,vegetables
oHDeMg1ZFp8,13.94,22.87,now the vegetables are gone and the man is now scooping something from a little bowl onto a [blank] plate that is sitting on a wooden cutting board .,white
5QZpCDyXNx4,0,88.47,kids are riding [blank] around a dirt track .,bicycles
RcDEaYPwI6I,0,4.23,a group of dancers in [blank] outfits dance on stage .,red
RcDEaYPwI6I,4.23,15.73,a group of cheerleaders in pink stand on a field while a group in [blank] walk up to great the coach .,white
RcDEaYPwI6I,16.94,28.43,a solo woman in a [blank] blouse discusses the events in a room with lit up letters in the background .,red
RcDEaYPwI6I,16.94,28.43,a solo woman in a red [blank] discusses the events in a room with lit up letters in the background .,blouse
RcDEaYPwI6I,58.67,113.72,the women in [blank] uniforms dance on the field .,white
Uot4XZns2b4,41.35,66.15,the man then pushes the [blank] down and nails it .,pipe
Uot4XZns2b4,233.9,236.26,we see the house and a truck parked in the [blank] .,driveway
v7o9uSu9AVI,51.71,60.83,another man does [blank] down to his elbows on the parallel bars .,dips
v7o9uSu9AVI,65.9,76.04,a man does [blank] with his body in front of the bar and legs swoops underneath the bar .,dips
v7o9uSu9AVI,97.33,106.46,"a different man does leg [blank] , swings his legs up and around each parallel bar and pushes forward across the parallel bars .",dips
Tbo7I63oIms,6.69,52.53,a person ski over a ski [blank] and spins in the air .,rail
Tbo7I63oIms,6.69,52.53,[blank] stand on the snow .,land
Tbo7I63oIms,51.57,106.01,the person ski over a [blank] and fly in the air very high .,ramp
1RJgvoFfbkI,0,19.35,[blank] men are in the middle of the court fighting one another .,two
hRIXXCe0Hi0,25.28,114.42,the men play [blank] paper scissors .,rock
hRIXXCe0Hi0,122.4,133.04,ladies bring a big [blank] to the man in red .,check
e0-lO2jb8vo,0,9.44,a [blank] twirler is standing on the gym floor .,baton
e0-lO2jb8vo,68.9,73.61,she drops her [blank] and goes after it .,baton
e0-lO2jb8vo,91.55,97.21,she drops the [blank] again .,baton
e0-lO2jb8vo,97.21,150.06,she now has two [blank] and is twirling and dancing and throwing them in the air .,batons
e0-lO2jb8vo,97.21,150.06,she now has [blank] batons and is twirling and dancing and throwing them in the air .,two
e0-lO2jb8vo,156.67,188.76,she picked it up and added a third [blank] and finished her routine .,baton
z9MMLl1isUk,0,36.74,old man is holding a green [blank] hitting a pinata in the middle of a room .,pole
z9MMLl1isUk,0,36.74,old man is holding a [blank] pole hitting a pinata in the middle of a room .,green
z9MMLl1isUk,36.74,41.05,man givs the [blank] to a kid .,pole
ynpvos7UFZo,0,176.55,there are some people knitting with yarn and knitting [blank] at a cultural center .,needles
ynpvos7UFZo,13.04,18.06,a finished [blank] sweater with black embroidery is shown .,gray
